customer_number,household_size,quarter,amount
9772,3,"Q1 Balance",140
9773,1,"Q1 Balance",1664
9774,6,"Q1 Balance",924
9775,3,"Q1 Balance",311
9776,3,"Q1 Balance",345
9777,5,"Q1 Balance",81
9778,3,"Q1 Balance",91
9779,3,"Q1 Balance",198
9780,5,"Q1 Balance",1786
9781,3,"Q1 Balance",1944
9782,3,"Q1 Balance",1972
9783,5,"Q1 Balance",809
9784,2,"Q1 Balance",528
9785,4,"Q1 Balance",984
9786,5,"Q1 Balance",34
9787,4,"Q1 Balance",498
9788,4,"Q1 Balance",147
9789,5,"Q1 Balance",577
9790,3,"Q1 Balance",611
9791,3,"Q1 Balance",1994
9792,4,"Q1 Balance",104
9793,3,"Q1 Balance",1541
9794,3,"Q1 Balance",151
9795,4,"Q1 Balance",319
9796,2,"Q1 Balance",416
9797,4,"Q1 Balance",65
9798,5,"Q1 Balance",1735
9799,4,"Q1 Balance",1803
9800,3,"Q1 Balance",569
9801,5,"Q1 Balance",138
9802,3,"Q1 Balance",574
9803,4,"Q1 Balance",899
9804,3,"Q1 Balance",1774
9805,3,"Q1 Balance",1579
9806,3,"Q1 Balance",585
9807,3,"Q1 Balance",362
9808,3,"Q1 Balance",16
9809,3,"Q1 Balance",69
9810,4,"Q1 Balance",969
9811,3,"Q1 Balance",1939
9812,3,"Q1 Balance",684
9813,2,"Q1 Balance",7
9814,3,"Q1 Balance",1706
9815,3,"Q1 Balance",669
9816,3,"Q1 Balance",278
9817,4,"Q1 Balance",987
9818,5,"Q1 Balance",486
9819,2,"Q1 Balance",1758
9820,4,"Q1 Balance",614
9821,2,"Q1 Balance",225
9822,4,"Q1 Balance",191
9823,4,"Q1 Balance",644
9824,3,"Q1 Balance",845
9825,3,"Q1 Balance",261
9826,4,"Q1 Balance",169
9827,5,"Q1 Balance",1998
9828,2,"Q1 Balance",74
9829,2,"Q1 Balance",492
9830,1,"Q1 Balance",202
9831,3,"Q1 Balance",482
9832,5,"Q1 Balance",434
9833,5,"Q1 Balance",928
9834,5,"Q1 Balance",142
9835,2,"Q1 Balance",1592
9836,2,"Q1 Balance",1910
9837,3,"Q1 Balance",1793
9838,5,"Q1 Balance",255
9839,4,"Q1 Balance",258
9840,2,"Q1 Balance",615
9841,4,"Q1 Balance",122
9842,3,"Q1 Balance",1555
9843,3,"Q1 Balance",775
9844,4,"Q1 Balance",2106
9845,2,"Q1 Balance",947
9846,5,"Q1 Balance",1139
9847,3,"Q1 Balance",1990
9848,4,"Q1 Balance",1355
9849,4,"Q1 Balance",308
9850,2,"Q1 Balance",42
9851,5,"Q1 Balance",539
9852,3,"Q1 Balance",875
9853,4,"Q1 Balance",1747
9854,3,"Q1 Balance",20
9855,5,"Q1 Balance",942
9856,5,"Q1 Balance",767
9857,3,"Q1 Balance",283
9858,4,"Q1 Balance",308
9859,5,"Q1 Balance",2182
9860,4,"Q1 Balance",4
9861,4,"Q1 Balance",951
9862,5,"Q1 Balance",557
9863,1,"Q1 Balance",972
9864,3,"Q1 Balance",1655
9865,3,"Q1 Balance",1846
9866,2,"Q1 Balance",1478
9867,5,"Q1 Balance",902
9868,5,"Q1 Balance",975
9869,4,"Q1 Balance",889
9870,4,"Q1 Balance",483
9871,3,"Q1 Balance",1036
9872,3,"Q1 Balance",1390
9873,3,"Q1 Balance",1759
9874,4,"Q1 Balance",1013
9875,5,"Q1 Balance",1809
9876,3,"Q1 Balance",2079
9877,1,"Q1 Balance",1391
9878,5,"Q1 Balance",1655
9879,3,"Q1 Balance",965
9880,4,"Q1 Balance",101
9881,4,"Q1 Balance",1911
9882,5,"Q1 Balance",1642
9883,3,"Q1 Balance",266
9884,2,"Q1 Balance",1892
9885,5,"Q1 Balance",1867
9886,5,"Q1 Balance",67
9887,2,"Q1 Balance",972
9888,4,"Q1 Balance",490
9889,4,"Q1 Balance",200
9890,2,"Q1 Balance",500
9891,5,"Q1 Balance",616
9892,5,"Q1 Balance",1503
9893,3,"Q1 Balance",2052
9894,4,"Q1 Balance",1624
9895,4,"Q1 Balance",2033
9896,3,"Q1 Balance",484
9897,3,"Q1 Balance",1557
9898,3,"Q1 Balance",1772
9899,3,"Q1 Balance",389
9900,4,"Q1 Balance",1712
9901,5,"Q1 Balance",1936
9902,3,"Q1 Balance",1667
9903,4,"Q1 Balance",607
9904,3,"Q1 Balance",1507
9905,2,"Q1 Balance",1873
9906,2,"Q1 Balance",1891
9907,3,"Q1 Balance",1508
9908,1,"Q1 Balance",1916
9909,3,"Q1 Balance",1916
9910,5,"Q1 Balance",1403
9911,3,"Q1 Balance",778
9912,2,"Q1 Balance",248
9913,4,"Q1 Balance",2109
9914,3,"Q1 Balance",906
9915,4,"Q1 Balance",1452
9916,4,"Q1 Balance",199
9917,4,"Q1 Balance",1915
9918,6,"Q1 Balance",2182
9919,2,"Q1 Balance",900
9920,3,"Q1 Balance",459
9921,5,"Q1 Balance",978
9922,2,"Q1 Balance",819
9923,5,"Q1 Balance",812
9924,2,"Q1 Balance",633
9925,4,"Q1 Balance",1008
9926,4,"Q1 Balance",1951
9927,3,"Q1 Balance",761
9928,3,"Q1 Balance",459
9929,5,"Q1 Balance",55
9930,4,"Q1 Balance",1727
9931,4,"Q1 Balance",171
9932,5,"Q1 Balance",1300
9933,4,"Q1 Balance",923
9934,4,"Q1 Balance",360
9935,6,"Q1 Balance",1988
9936,4,"Q1 Balance",1125
9937,5,"Q1 Balance",494
9938,3,"Q1 Balance",111
9939,4,"Q1 Balance",1630
9940,3,"Q1 Balance",119
9941,3,"Q1 Balance",603
9942,4,"Q1 Balance",1951
9943,3,"Q1 Balance",1543
9944,4,"Q1 Balance",958
9945,4,"Q1 Balance",1155
9946,3,"Q1 Balance",1716
9947,3,"Q1 Balance",76
9948,2,"Q1 Balance",449
9949,2,"Q1 Balance",81
9950,5,"Q1 Balance",805
9951,5,"Q1 Balance",666
9952,3,"Q1 Balance",1643
9953,2,"Q1 Balance",945
9954,5,"Q1 Balance",1933
9955,3,"Q1 Balance",800
9956,4,"Q1 Balance",125
9957,3,"Q1 Balance",159
9958,2,"Q1 Balance",259
9959,2,"Q1 Balance",307
9960,4,"Q1 Balance",876
9961,4,"Q1 Balance",687
9962,2,"Q1 Balance",734
9963,5,"Q1 Balance",714
9964,5,"Q1 Balance",970
9965,3,"Q1 Balance",652
9966,3,"Q1 Balance",1540
9967,4,"Q1 Balance",658
9968,3,"Q1 Balance",348
9969,4,"Q1 Balance",323
9970,3,"Q1 Balance",1593
9971,1,"Q1 Balance",1386
9972,4,"Q1 Balance",1011
9973,5,"Q1 Balance",893
9974,4,"Q1 Balance",1971
9975,5,"Q1 Balance",783
9976,3,"Q1 Balance",405
9977,2,"Q1 Balance",749
9978,5,"Q1 Balance",663
9979,3,"Q1 Balance",1993
9980,4,"Q1 Balance",166
9981,4,"Q1 Balance",1225
9982,4,"Q1 Balance",937
9983,2,"Q1 Balance",613
9984,3,"Q1 Balance",914
9985,2,"Q1 Balance",918
9986,2,"Q1 Balance",459
9987,5,"Q1 Balance",1761
9988,3,"Q1 Balance",1830
9989,4,"Q1 Balance",502
9990,5,"Q1 Balance",454
9991,5,"Q1 Balance",810
9992,4,"Q1 Balance",498
9993,5,"Q1 Balance",732
9994,3,"Q1 Balance",1577
9995,3,"Q1 Balance",1865
9996,3,"Q1 Balance",90
9997,5,"Q1 Balance",414
9998,3,"Q1 Balance",1229
9999,4,"Q1 Balance",9
10000,4,"Q1 Balance",1864
10001,3,"Q1 Balance",252
10002,3,"Q1 Balance",119
10003,5,"Q1 Balance",1803
10004,2,"Q1 Balance",350
10005,3,"Q1 Balance",970
10006,2,"Q1 Balance",276
10007,5,"Q1 Balance",1863
10008,4,"Q1 Balance",894
10009,3,"Q1 Balance",944
10010,5,"Q1 Balance",483
10011,4,"Q1 Balance",165
10012,4,"Q1 Balance",86
10013,3,"Q1 Balance",391
10014,2,"Q1 Balance",1237
10015,4,"Q1 Balance",698
10016,3,"Q1 Balance",1598
10017,2,"Q1 Balance",79
10018,3,"Q1 Balance",1316
10019,4,"Q1 Balance",603
10020,1,"Q1 Balance",734
10021,4,"Q1 Balance",197
10022,3,"Q1 Balance",283
10023,5,"Q1 Balance",200
10024,4,"Q1 Balance",726
10025,5,"Q1 Balance",433
10026,5,"Q1 Balance",1596
10027,2,"Q1 Balance",619
10028,3,"Q1 Balance",597
10029,2,"Q1 Balance",199
10030,4,"Q1 Balance",1545
10031,2,"Q1 Balance",249
10032,2,"Q1 Balance",1255
10033,5,"Q1 Balance",1982
10034,6,"Q1 Balance",1351
10035,2,"Q1 Balance",463
10036,5,"Q1 Balance",282
10037,6,"Q1 Balance",1922
10038,5,"Q1 Balance",1320
10039,2,"Q1 Balance",1863
10040,4,"Q1 Balance",NULL
10041,4,"Q1 Balance",1573
10042,6,"Q1 Balance",587
10043,4,"Q1 Balance",1817
10044,4,"Q1 Balance",795
10045,2,"Q1 Balance",1561
10046,3,"Q1 Balance",1549
10047,3,"Q1 Balance",533
10048,3,"Q1 Balance",263
10049,5,"Q1 Balance",290
10050,5,"Q1 Balance",932
10051,3,"Q1 Balance",379
10052,5,"Q1 Balance",1736
10053,4,"Q1 Balance",724
10054,2,"Q1 Balance",181
10055,5,"Q1 Balance",986
10056,4,"Q1 Balance",448
10057,3,"Q1 Balance",132
10058,2,"Q1 Balance",1950
10059,4,"Q1 Balance",1530
10060,3,"Q1 Balance",221
10061,2,"Q1 Balance",1805
10062,4,"Q1 Balance",1764
10063,3,"Q1 Balance",1693
10064,2,"Q1 Balance",1239
10065,3,"Q1 Balance",1234
10066,3,"Q1 Balance",594
10067,5,"Q1 Balance",306
10068,2,"Q1 Balance",674
10069,2,"Q1 Balance",1374
10070,3,"Q1 Balance",560
10071,4,"Q1 Balance",99
10072,5,"Q1 Balance",2163
10073,5,"Q1 Balance",1944
10074,3,"Q1 Balance",1003
10075,3,"Q1 Balance",319
10076,5,"Q1 Balance",1544
10077,5,"Q1 Balance",221
10078,4,"Q1 Balance",120
10079,2,"Q1 Balance",1722
10080,5,"Q1 Balance",439
10081,4,"Q1 Balance",1750
10082,2,"Q1 Balance",773
10083,4,"Q1 Balance",589
10084,3,"Q1 Balance",1710
10085,3,"Q1 Balance",813
10086,3,"Q1 Balance",234
10087,3,"Q1 Balance",672
10088,4,"Q1 Balance",313
10089,4,"Q1 Balance",332
10090,4,"Q1 Balance",205
10091,3,"Q1 Balance",293
10092,4,"Q1 Balance",256
10093,4,"Q1 Balance",1547
10094,4,"Q1 Balance",185
10095,3,"Q1 Balance",644
10096,3,"Q1 Balance",557
10097,4,"Q1 Balance",624
10098,5,"Q1 Balance",590
10099,3,"Q1 Balance",1946
10100,2,"Q1 Balance",1556
10101,5,"Q1 Balance",273
10102,3,"Q1 Balance",297
10103,4,"Q1 Balance",1404
10104,5,"Q1 Balance",326
10105,2,"Q1 Balance",183
10106,3,"Q1 Balance",860
10107,3,"Q1 Balance",946
10108,3,"Q1 Balance",823
10109,3,"Q1 Balance",1604
10110,4,"Q1 Balance",1636
10111,3,"Q1 Balance",69
10112,4,"Q1 Balance",83
10113,3,"Q1 Balance",341
10114,4,"Q1 Balance",7
10115,5,"Q1 Balance",292
10116,3,"Q1 Balance",913
10117,5,"Q1 Balance",1175
10118,5,"Q1 Balance",1884
10119,2,"Q1 Balance",742
10120,2,"Q1 Balance",1904
10121,3,"Q1 Balance",1776
10122,4,"Q1 Balance",78
10123,4,"Q1 Balance",1333
10124,3,"Q1 Balance",791
10125,4,"Q1 Balance",975
10126,1,"Q1 Balance",1800
10127,2,"Q1 Balance",2145
10128,5,"Q1 Balance",670
10129,3,"Q1 Balance",629
10130,5,"Q1 Balance",563
10131,3,"Q1 Balance",76
10132,4,"Q1 Balance",1992
10133,4,"Q1 Balance",60
10134,2,"Q1 Balance",189
10135,2,"Q1 Balance",276
10136,3,"Q1 Balance",797
10137,2,"Q1 Balance",445
10138,3,"Q1 Balance",636
10139,4,"Q1 Balance",480
10140,3,"Q1 Balance",609
10141,2,"Q1 Balance",1860
10142,4,"Q1 Balance",447
10143,6,"Q1 Balance",1705
10144,3,"Q1 Balance",2190
10145,4,"Q1 Balance",575
10146,4,"Q1 Balance",801
10147,3,"Q1 Balance",1894
10148,3,"Q1 Balance",2134
10149,1,"Q1 Balance",1630
10150,4,"Q1 Balance",1293
10151,2,"Q1 Balance",726
10152,4,"Q1 Balance",396
10153,1,"Q1 Balance",41
10154,4,"Q1 Balance",1501
10155,3,"Q1 Balance",1708
10156,4,"Q1 Balance",304
10157,2,"Q1 Balance",1680
10158,2,"Q1 Balance",1829
10159,3,"Q1 Balance",711
10160,3,"Q1 Balance",922
10161,1,"Q1 Balance",14
10162,3,"Q1 Balance",315
10163,4,"Q1 Balance",508
10164,2,"Q1 Balance",78
10165,3,"Q1 Balance",64
10166,3,"Q1 Balance",1504
10167,4,"Q1 Balance",403
10168,4,"Q1 Balance",1364
10169,6,"Q1 Balance",376
10170,5,"Q1 Balance",629
10171,4,"Q1 Balance",1527
10172,4,"Q1 Balance",602
10173,3,"Q1 Balance",253
10174,4,"Q1 Balance",69
10175,3,"Q1 Balance",620
10176,5,"Q1 Balance",701
10177,4,"Q1 Balance",1911
10178,3,"Q1 Balance",676
10179,4,"Q1 Balance",137
10180,4,"Q1 Balance",182
10181,2,"Q1 Balance",391
10182,3,"Q1 Balance",191
10183,3,"Q1 Balance",1504
10184,3,"Q1 Balance",888
10185,3,"Q1 Balance",1589
10186,1,"Q1 Balance",559
10187,2,"Q1 Balance",629
10188,5,"Q1 Balance",1628
10189,3,"Q1 Balance",227
10190,4,"Q1 Balance",2168
10191,2,"Q1 Balance",952
10192,3,"Q1 Balance",1248
10193,4,"Q1 Balance",1621
10194,3,"Q1 Balance",158
10195,2,"Q1 Balance",1739
10196,4,"Q1 Balance",473
10197,6,"Q1 Balance",71
10198,3,"Q1 Balance",1028
10199,4,"Q1 Balance",1776
10200,4,"Q1 Balance",873
10201,2,"Q1 Balance",214
10202,2,"Q1 Balance",834
10203,3,"Q1 Balance",842
10204,3,"Q1 Balance",522
10205,4,"Q1 Balance",919
10206,3,"Q1 Balance",550
10207,4,"Q1 Balance",708
10208,4,"Q1 Balance",430
10209,3,"Q1 Balance",913
10210,4,"Q1 Balance",348
10211,5,"Q1 Balance",1663
10212,4,"Q1 Balance",549
10213,3,"Q1 Balance",282
10214,4,"Q1 Balance",681
10215,5,"Q1 Balance",407
10216,5,"Q1 Balance",24
10217,3,"Q1 Balance",1266
10218,4,"Q1 Balance",893
10219,1,"Q1 Balance",2091
10220,3,"Q1 Balance",30
10221,6,"Q1 Balance",835
10222,3,"Q1 Balance",65
10223,2,"Q1 Balance",2034
10224,4,"Q1 Balance",1889
10225,2,"Q1 Balance",1982
10226,3,"Q1 Balance",32
10227,3,"Q1 Balance",1982
10228,2,"Q1 Balance",1960
10229,4,"Q1 Balance",701
10230,3,"Q1 Balance",389
10231,2,"Q1 Balance",678
10232,5,"Q1 Balance",302
10233,4,"Q1 Balance",898
10234,3,"Q1 Balance",1570
10235,4,"Q1 Balance",1
10236,3,"Q1 Balance",88
10237,2,"Q1 Balance",723
10238,3,"Q1 Balance",636
10239,3,"Q1 Balance",903
10240,2,"Q1 Balance",517
10241,4,"Q1 Balance",47
10242,5,"Q1 Balance",676
10243,3,"Q1 Balance",1492
10244,2,"Q1 Balance",1736
10245,4,"Q1 Balance",1963
10246,3,"Q1 Balance",754
10247,3,"Q1 Balance",293
10248,5,"Q1 Balance",184
10249,4,"Q1 Balance",1712
10250,3,"Q1 Balance",221
10251,4,"Q1 Balance",1793
10252,2,"Q1 Balance",961
10253,2,"Q1 Balance",1330
10254,4,"Q1 Balance",674
10255,4,"Q1 Balance",454
10256,2,"Q1 Balance",1170
10257,6,"Q1 Balance",911
10258,4,"Q1 Balance",197
10259,4,"Q1 Balance",685
10260,2,"Q1 Balance",1152
10261,3,"Q1 Balance",1087
10262,5,"Q1 Balance",1863
10263,3,"Q1 Balance",349
10264,3,"Q1 Balance",1722
10265,2,"Q1 Balance",1949
10266,3,"Q1 Balance",2113
10267,3,"Q1 Balance",768
10268,3,"Q1 Balance",125
10269,5,"Q1 Balance",669
10270,5,"Q1 Balance",1875
10271,4,"Q1 Balance",1801
10272,6,"Q1 Balance",63
10273,3,"Q1 Balance",1854
10274,4,"Q1 Balance",150
10275,3,"Q1 Balance",355
10276,3,"Q1 Balance",1510
10277,4,"Q1 Balance",789
10278,4,"Q1 Balance",159
10279,4,"Q1 Balance",1694
10280,3,"Q1 Balance",1380
10281,3,"Q1 Balance",716
10282,3,"Q1 Balance",148
10283,2,"Q1 Balance",815
10284,5,"Q1 Balance",263
10285,2,"Q1 Balance",757
10286,3,"Q1 Balance",1583
10287,4,"Q1 Balance",277
10288,4,"Q1 Balance",1543
10289,2,"Q1 Balance",561
10290,3,"Q1 Balance",466
10291,3,"Q1 Balance",904
10292,4,"Q1 Balance",516
10293,2,"Q1 Balance",1965
10294,4,"Q1 Balance",9
10295,3,"Q1 Balance",1742
10296,3,"Q1 Balance",1116
10297,4,"Q1 Balance",829
10298,4,"Q1 Balance",1277
10299,5,"Q1 Balance",292
10300,4,"Q1 Balance",990
10301,3,"Q1 Balance",1504
10302,3,"Q1 Balance",214
10303,3,"Q1 Balance",1943
10304,4,"Q1 Balance",1734
10305,2,"Q1 Balance",1151
10306,4,"Q1 Balance",665
10307,4,"Q1 Balance",874
10308,4,"Q1 Balance",84
10309,4,"Q1 Balance",1563
10310,3,"Q1 Balance",903
10311,2,"Q1 Balance",869
10312,3,"Q1 Balance",979
10313,4,"Q1 Balance",1417
10314,6,"Q1 Balance",1986
10315,5,"Q1 Balance",1260
10316,4,"Q1 Balance",205
10317,4,"Q1 Balance",1622
10318,3,"Q1 Balance",307
10319,2,"Q1 Balance",585
10320,4,"Q1 Balance",964
10321,3,"Q1 Balance",836
10322,5,"Q1 Balance",963
10323,4,"Q1 Balance",923
10324,4,"Q1 Balance",1672
10325,3,"Q1 Balance",1691
10326,3,"Q1 Balance",801
10327,4,"Q1 Balance",902
10328,3,"Q1 Balance",1586
10329,2,"Q1 Balance",1340
10330,4,"Q1 Balance",1880
10331,5,"Q1 Balance",170
10332,5,"Q1 Balance",530
10333,3,"Q1 Balance",302
10334,3,"Q1 Balance",636
10335,5,"Q1 Balance",137
10336,4,"Q1 Balance",469
10337,2,"Q1 Balance",1760
10338,4,"Q1 Balance",1267
10339,3,"Q1 Balance",1377
10340,5,"Q1 Balance",1560
10341,3,"Q1 Balance",697
10342,4,"Q1 Balance",351
10343,4,"Q1 Balance",560
10344,3,"Q1 Balance",657
10345,5,"Q1 Balance",504
10346,5,"Q1 Balance",2021
10347,1,"Q1 Balance",182
10348,5,"Q1 Balance",1235
10349,3,"Q1 Balance",777
10350,4,"Q1 Balance",681
10351,4,"Q1 Balance",1232
10352,3,"Q1 Balance",499
10353,3,"Q1 Balance",1657
10354,4,"Q1 Balance",166
10355,3,"Q1 Balance",1460
10356,2,"Q1 Balance",1485
10357,3,"Q1 Balance",802
10358,5,"Q1 Balance",743
10359,3,"Q1 Balance",729
10360,3,"Q1 Balance",1644
10361,3,"Q1 Balance",556
10362,6,"Q1 Balance",427
10363,3,"Q1 Balance",286
10364,4,"Q1 Balance",712
10365,2,"Q1 Balance",1416
10366,4,"Q1 Balance",166
10367,6,"Q1 Balance",101
10368,4,"Q1 Balance",1727
10369,2,"Q1 Balance",515
10370,4,"Q1 Balance",492
10371,3,"Q1 Balance",309
10372,3,"Q1 Balance",301
10373,4,"Q1 Balance",478
10374,2,"Q1 Balance",859
10375,5,"Q1 Balance",1967
10376,4,"Q1 Balance",704
10377,4,"Q1 Balance",1998
10378,2,"Q1 Balance",1923
10379,2,"Q1 Balance",1449
10380,4,"Q1 Balance",108
10381,5,"Q1 Balance",927
10382,3,"Q1 Balance",809
10383,2,"Q1 Balance",273
10384,3,"Q1 Balance",285
10385,4,"Q1 Balance",166
10386,4,"Q1 Balance",423
10387,3,"Q1 Balance",970
10388,3,"Q1 Balance",540
10389,1,"Q1 Balance",177
10390,2,"Q1 Balance",2115
10391,2,"Q1 Balance",80
10392,1,"Q1 Balance",986
10393,3,"Q1 Balance",1984
10394,3,"Q1 Balance",450
10395,2,"Q1 Balance",1866
10396,3,"Q1 Balance",204
10397,4,"Q1 Balance",959
10398,4,"Q1 Balance",724
10399,4,"Q1 Balance",637
10400,3,"Q1 Balance",316
10401,5,"Q1 Balance",1895
10402,3,"Q1 Balance",180
10403,3,"Q1 Balance",26
10404,4,"Q1 Balance",786
10405,2,"Q1 Balance",1659
10406,4,"Q1 Balance",1729
10407,3,"Q1 Balance",201
10408,2,"Q1 Balance",1534
10409,3,"Q1 Balance",885
10410,3,"Q1 Balance",1878
10411,6,"Q1 Balance",400
10412,3,"Q1 Balance",73
10413,3,"Q1 Balance",509
10414,3,"Q1 Balance",135
10415,3,"Q1 Balance",1927
10416,2,"Q1 Balance",373
10417,4,"Q1 Balance",950
10418,3,"Q1 Balance",700
10419,5,"Q1 Balance",1179
10420,3,"Q1 Balance",196
10421,4,"Q1 Balance",865
10422,3,"Q1 Balance",1358
10423,2,"Q1 Balance",1621
10424,4,"Q1 Balance",449
10425,4,"Q1 Balance",1579
10426,2,"Q1 Balance",973
10427,4,"Q1 Balance",1995
10428,5,"Q1 Balance",754
10429,3,"Q1 Balance",595
10430,2,"Q1 Balance",296
10431,4,"Q1 Balance",646
10432,2,"Q1 Balance",678
10433,3,"Q1 Balance",1228
10434,3,"Q1 Balance",150
10435,3,"Q1 Balance",1625
10436,4,"Q1 Balance",327
10437,4,"Q1 Balance",222
10438,3,"Q1 Balance",190
10439,4,"Q1 Balance",510
10440,2,"Q1 Balance",1080
10441,4,"Q1 Balance",939
10442,3,"Q1 Balance",675
10443,3,"Q1 Balance",106
10444,5,"Q1 Balance",877
10445,2,"Q1 Balance",1301
10446,2,"Q1 Balance",1017
10447,3,"Q1 Balance",2125
10448,3,"Q1 Balance",82
10449,5,"Q1 Balance",109
10450,4,"Q1 Balance",1980
10451,1,"Q1 Balance",1678
10452,4,"Q1 Balance",297
10453,5,"Q1 Balance",1231
10454,2,"Q1 Balance",361
10455,2,"Q1 Balance",461
10456,4,"Q1 Balance",861
10457,5,"Q1 Balance",50
10458,4,"Q1 Balance",547
10459,3,"Q1 Balance",910
10460,4,"Q1 Balance",14
10461,4,"Q1 Balance",1724
10462,3,"Q1 Balance",424
10463,4,"Q1 Balance",1035
10464,2,"Q1 Balance",775
10465,3,"Q1 Balance",279
10466,4,"Q1 Balance",896
10467,3,"Q1 Balance",569
10468,3,"Q1 Balance",1012
10469,4,"Q1 Balance",689
10470,4,"Q1 Balance",1580
10471,4,"Q1 Balance",873
10472,2,"Q1 Balance",1961
10473,4,"Q1 Balance",97
10474,4,"Q1 Balance",1257
10475,3,"Q1 Balance",584
10476,4,"Q1 Balance",2435
10477,4,"Q1 Balance",501
10478,2,"Q1 Balance",1286
10479,5,"Q1 Balance",1649
10480,4,"Q1 Balance",703
10481,6,"Q1 Balance",492
10482,5,"Q1 Balance",782
10483,3,"Q1 Balance",183
10484,4,"Q1 Balance",1660
10485,3,"Q1 Balance",1899
10486,4,"Q1 Balance",120
10487,3,"Q1 Balance",1453
10488,4,"Q1 Balance",360
10489,3,"Q1 Balance",1701
10490,6,"Q1 Balance",429
10491,4,"Q1 Balance",1859
10492,2,"Q1 Balance",922
10493,3,"Q1 Balance",1357
10494,4,"Q1 Balance",2146
10495,5,"Q1 Balance",487
10496,4,"Q1 Balance",440
10497,2,"Q1 Balance",524
10498,3,"Q1 Balance",1764
10499,4,"Q1 Balance",623
10500,6,"Q1 Balance",233
10501,5,"Q1 Balance",820
10502,3,"Q1 Balance",1867
10503,3,"Q1 Balance",1147
10504,4,"Q1 Balance",1357
10505,2,"Q1 Balance",1030
10506,2,"Q1 Balance",809
10507,4,"Q1 Balance",58
10508,3,"Q1 Balance",342
10509,3,"Q1 Balance",159
10510,4,"Q1 Balance",266
10511,4,"Q1 Balance",245
10512,3,"Q1 Balance",1899
10513,4,"Q1 Balance",303
10514,4,"Q1 Balance",774
10515,4,"Q1 Balance",336
10516,5,"Q1 Balance",300
10517,4,"Q1 Balance",1212
10518,2,"Q1 Balance",1395
10519,6,"Q1 Balance",432
10520,3,"Q1 Balance",985
10521,5,"Q1 Balance",739
10522,3,"Q1 Balance",725
10523,3,"Q1 Balance",319
10524,3,"Q1 Balance",18
10525,2,"Q1 Balance",403
10526,4,"Q1 Balance",766
10527,4,"Q1 Balance",1481
10528,5,"Q1 Balance",1950
10529,2,"Q1 Balance",132
10530,3,"Q1 Balance",1890
10531,4,"Q1 Balance",1403
10532,4,"Q1 Balance",1856
10533,3,"Q1 Balance",692
10534,1,"Q1 Balance",1037
10535,2,"Q1 Balance",622
10536,3,"Q1 Balance",727
10537,5,"Q1 Balance",956
10538,1,"Q1 Balance",389
10539,4,"Q1 Balance",389
10540,3,"Q1 Balance",841
10541,2,"Q1 Balance",492
10542,3,"Q1 Balance",438
10543,5,"Q1 Balance",733
10544,3,"Q1 Balance",234
10545,2,"Q1 Balance",777
10546,3,"Q1 Balance",1771
10547,3,"Q1 Balance",152
10548,4,"Q1 Balance",1606
10549,3,"Q1 Balance",322
10550,5,"Q1 Balance",703
10551,4,"Q1 Balance",798
10552,2,"Q1 Balance",1382
10553,4,"Q1 Balance",1227
10554,2,"Q1 Balance",802
10555,4,"Q1 Balance",1932
10556,4,"Q1 Balance",232
10557,4,"Q1 Balance",898
10558,3,"Q1 Balance",190
10559,5,"Q1 Balance",546
10560,4,"Q1 Balance",1840
10561,4,"Q1 Balance",562
10562,5,"Q1 Balance",456
10563,4,"Q1 Balance",320
10564,4,"Q1 Balance",1380
10565,3,"Q1 Balance",1504
10566,4,"Q1 Balance",1706
10567,4,"Q1 Balance",812
10568,4,"Q1 Balance",225
10569,1,"Q1 Balance",173
10570,2,"Q1 Balance",297
10571,3,"Q1 Balance",725
10572,2,"Q1 Balance",142
10573,2,"Q1 Balance",386
10574,3,"Q1 Balance",757
10575,5,"Q1 Balance",1296
10576,4,"Q1 Balance",1765
10577,2,"Q1 Balance",2310
10578,2,"Q1 Balance",919
10579,3,"Q1 Balance",846
10580,4,"Q1 Balance",784
10581,3,"Q1 Balance",651
10582,4,"Q1 Balance",400
10583,4,"Q1 Balance",1647
10584,3,"Q1 Balance",333
10585,4,"Q1 Balance",155
10586,3,"Q1 Balance",870
10587,5,"Q1 Balance",174
10588,4,"Q1 Balance",836
10589,4,"Q1 Balance",228
10590,5,"Q1 Balance",1998
10591,2,"Q1 Balance",1730
10592,3,"Q1 Balance",914
10593,5,"Q1 Balance",810
10594,4,"Q1 Balance",284
10595,5,"Q1 Balance",182
10596,4,"Q1 Balance",752
10597,4,"Q1 Balance",431
10598,4,"Q1 Balance",1816
10599,2,"Q1 Balance",307
10600,3,"Q1 Balance",508
10601,4,"Q1 Balance",2181
10602,4,"Q1 Balance",1013
10603,4,"Q1 Balance",417
10604,3,"Q1 Balance",1908
10605,3,"Q1 Balance",645
10606,6,"Q1 Balance",254
10607,4,"Q1 Balance",136
10608,2,"Q1 Balance",261
10609,3,"Q1 Balance",730
10610,4,"Q1 Balance",1328
10611,5,"Q1 Balance",834
10612,4,"Q1 Balance",1752
10613,5,"Q1 Balance",3
10614,4,"Q1 Balance",1938
10615,3,"Q1 Balance",795
10616,4,"Q1 Balance",780
10617,2,"Q1 Balance",1781
10618,3,"Q1 Balance",882
10619,5,"Q1 Balance",325
10620,3,"Q1 Balance",775
10621,4,"Q1 Balance",2035
10622,5,"Q1 Balance",2111
10623,4,"Q1 Balance",959
10624,6,"Q1 Balance",1448
10625,1,"Q1 Balance",1655
10626,2,"Q1 Balance",1804
